DB	ID	Symbol	Qualifier	GO ID	GO Name	Aspect	Evidence	Reference	With	Taxon	Date	Source	Splice
ENSEMBL_GeneID	ENSG00000170425	ADORA2B	-	GO:0001609	G-protein coupled adenosine receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001634	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000170425	ADORA2B	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000170425	ADORA2B	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000018644	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000170425	ADORA2B	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000169836	TACR3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000169836	TACR3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000169836	TACR3	-	GO:0004995	tachykinin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001013|InterPro:IPR001681	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000169836	TACR3	-	GO:0004995	tachykinin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000012473	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000169836	TACR3	-	GO:0004995	tachykinin receptor activity	Function	TAS	PMID:8990205	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000168398	BDKRB2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000168398	BDKRB2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000168398	BDKRB2	-	GO:0004947	bradykinin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000496|InterPro:IPR001504	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000168398	BDKRB2	-	GO:0004947	bradykinin receptor activity	Function	IDA	PMID:17077303	-	9606	20080516	BHF-UCL	-
ENSEMBL_GeneID	ENSG00000168398	BDKRB2	-	GO:0004947	bradykinin receptor activity	Function	TAS	PMID:8302267	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000126895	AVPR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000126895	AVPR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000126895	AVPR2	-	GO:0005000	vasopressin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000161|InterPro:IPR001817	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000126895	AVPR2	-	GO:0005000	vasopressin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000071931	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000126895	AVPR2	-	GO:0005000	vasopressin receptor activity	Function	TAS	PMID:8882880	-	9606	20090721	UniProt	-
ENSEMBL_GeneID	ENSG00000163485	ADORA1	-	GO:0001609	G-protein coupled adenosine receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001634	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163485	ADORA1	-	GO:0001609	G-protein coupled adenosine receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000004602	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000163485	ADORA1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163485	ADORA1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000126010	GRPR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000126010	GRPR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000126010	GRPR	-	GO:0008528	G-protein coupled peptide receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001556|InterPro:IPR001966	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000126010	GRPR	-	GO:0008528	G-protein coupled peptide receptor activity	Function	TAS	PMID:7838118	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000586|InterPro:IPR001116	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000037045	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000067355	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004994	somatostatin receptor activity	Function	IDA	PMID:1346068	-	9606	20060112	MGI	-
ENSEMBL_GeneID	ENSG00000139874	SSTR1	-	GO:0004994	somatostatin receptor activity	Function	TAS	PMID:8405411	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000180616	SSTR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000180616	SSTR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000180616	SSTR2	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000586|InterPro:IPR002074	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000180616	SSTR2	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000138101	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000180616	SSTR2	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000003735	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000180616	SSTR2	-	GO:0004994	somatostatin receptor activity	Function	TAS	PMID:7914078	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000179097	HTR1F	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000179097	HTR1F	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000179097	HTR1F	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000450|InterPro:IPR002231	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000179097	HTR1F	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	IMP	PMID:21422162	-	9606	20130813	UniProt	-
ENSEMBL_GeneID	ENSG00000179097	HTR1F	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	IDA	PMID:8380639	-	9606	20090324	MGI	-
ENSEMBL_GeneID	ENSG00000179097	HTR1F	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	TAS	PMID:8380639	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000180016	OR1E1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000180016	OR1E1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000196184	OR10J1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000196184	OR10J1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000196184	OR10J1	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:1370859	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000109163	GNRHR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000109163	GNRHR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000109163	GNRHR	-	GO:0004968	gonadotropin-releasing hormone receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR027982	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000109163	GNRHR	-	GO:0004968	gonadotropin-releasing hormone receptor activity	Function	TAS	PMID:8386108	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000109163	GNRHR	-	GO:0016500	protein-hormone receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001658	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000004948	CALCR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR001879|InterPro:IPR017983	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000004948	CALCR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000004948	CALCR	-	GO:0004948	calcitonin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001688|InterPro:IPR003287	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000004948	CALCR	-	GO:0004948	calcitonin receptor activity	Function	IDA	PMID:7588285	-	9606	20070129	UniProt	UniProtKB:P30988-1
ENSEMBL_GeneID	ENSG00000004948	CALCR	-	GO:0004948	calcitonin receptor activity	Function	IDA	PMID:7588285	-	9606	20070129	UniProt	UniProtKB:P30988-3
ENSEMBL_GeneID	ENSG00000101188	NTSR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000101188	NTSR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000101188	NTSR1	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:8381365	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000101188	NTSR1	-	GO:0016492	G-protein coupled neurotensin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR003984|InterPro:IPR003985	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000101188	NTSR1	-	GO:0016492	G-protein coupled neurotensin receptor activity	Function	IDA	PMID:21725197	-	9606	20140709	UniProt	-
ENSEMBL_GeneID	ENSG00000101188	NTSR1	-	GO:0016492	G-protein coupled neurotensin receptor activity	Function	IMP	PMID:8381365	-	9606	20130924	UniProt	-
ENSEMBL_GeneID	ENSG00000132671	SSTR4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000132671	SSTR4	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000132671	SSTR4	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000586|InterPro:IPR001512	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000132671	SSTR4	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000066231	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000132671	SSTR4	-	GO:0004994	somatostatin receptor activity	Function	TAS	PMID:9892014	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000163394	CCKAR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163394	CCKAR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000163394	CCKAR	-	GO:0004951	cholecystokinin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000596	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163394	CCKAR	-	GO:0004951	cholecystokinin receptor activity	Function	TAS	PMID:8343165	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000110148	CCKBR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000110148	CCKBR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000110148	CCKBR	-	GO:0004951	cholecystokinin receptor activity	Function	TAS	PMID:7681836	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000110148	CCKBR	-	GO:0015054	gastrin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000314	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000110148	CCKBR	-	GO:0015054	gastrin receptor activity	Function	IDA	PMID:10913157	-	9606	20090723	UniProt	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004977	melanocortin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000155|InterPro:IPR001671|InterPro:IPR001908	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004977	melanocortin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000054776	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004977	melanocortin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000025223	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004977	melanocortin receptor activity	Function	TAS	PMID:8794897	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004980	melanocyte-stimulating hormone receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000054776	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004980	melanocyte-stimulating hormone receptor activity	Function	IDA	PMID:14764818	-	9606	20140716	UniProt	-
ENSEMBL_GeneID	ENSG00000166603	MC4R	-	GO:0004980	melanocyte-stimulating hormone receptor activity	Function	IPI	PMID:19743876	UniProtKB:P01189	9606	20091203	BHF-UCL	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0004950	chemokine receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000355	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0004950	chemokine receptor activity	Function	IDA	PMID:10660125	-	9606	20111208	UniProt	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0004950	chemokine receptor activity	Function	TAS	PMID:10770925	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0016493	C-C chemokine receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR002236	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000163823	CCR1	-	GO:0016493	C-C chemokine receptor activity	Function	IDA	PMID:10734056	-	9606	20111208	UniProt	-
ENSEMBL_GeneID	ENSG00000102239	BRS3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000102239	BRS3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000102239	BRS3	-	GO:0004946	bombesin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001560	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000102239	BRS3	-	GO:0004946	bombesin receptor activity	Function	TAS	PMID:8383682	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000102239	BRS3	-	GO:0008528	G-protein coupled peptide receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001556	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000169508	GPR183	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000169508	GPR183	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000169508	GPR183	-	GO:0004930	G-protein coupled receptor activity	Function	IDA	PMID:18628402	-	9606	20160628	UniProt	-
ENSEMBL_GeneID	ENSG00000169508	GPR183	-	GO:0004930	G-protein coupled receptor activity	Function	IDA	PMID:22875855	-	9606	20160628	UniProt	-
ENSEMBL_GeneID	ENSG00000169508	GPR183	-	GO:0004930	G-protein coupled receptor activity	Function	IDA	PMID:22930711	-	9606	20160628	UniProt	-
ENSEMBL_GeneID	ENSG00000169508	GPR183	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:8383238	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000160683	CXCR5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000160683	CXCR5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000160683	CXCR5	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:1425907	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000160683	CXCR5	-	GO:0016494	C-X-C chemokine receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001053	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000278195	SSTR3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000278195	SSTR3	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000278195	SSTR3	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000586|InterPro:IPR001856	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000278195	SSTR3	-	GO:0004994	somatostatin receptor activity	Function	TAS	PMID:8405411	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000176136	MC5R	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000176136	MC5R	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000176136	MC5R	-	GO:0004977	melanocortin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000621|InterPro:IPR001671|InterPro:IPR001908	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000176136	MC5R	-	GO:0004977	melanocortin receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000022364	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000176136	MC5R	-	GO:0004977	melanocortin receptor activity	Function	TAS	PMID:7739752	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000148680	HTR7	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000148680	HTR7	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000148680	HTR7	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001069	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000148680	HTR7	-	GO:0004993	G-protein coupled serotonin receptor activity	Function	TAS	PMID:8226867	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000188822	CNR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000188822	CNR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000012342	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000188822	CNR2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000188822	CNR2	-	GO:0004949	cannabinoid receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001551|InterPro:IPR002230	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000188822	CNR2	-	GO:0004949	cannabinoid receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000012342	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000188822	CNR2	-	GO:0004949	cannabinoid receptor activity	Function	TAS	PMID:8679694	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000174417	TRHR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000174417	TRHR	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000174417	TRHR	-	GO:0004997	thyrotropin-releasing hormone receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR002120	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000174417	TRHR	-	GO:0004997	thyrotropin-releasing hormone receptor activity	Function	TAS	PMID:8395824	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000184166	OR1D2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000184166	OR1D2	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000184166	OR1D2	-	GO:0004930	G-protein coupled receptor activity	Function	TAS	PMID:1315913	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000160951	PTGER1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000160951	PTGER1	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000160951	PTGER1	-	GO:0004955	prostaglandin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR001244	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000160951	PTGER1	-	GO:0004957	prostaglandin E receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000708	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000160951	PTGER1	-	GO:0004957	prostaglandin E receptor activity	Function	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000005470	9606	20160813	Ensembl	-
ENSEMBL_GeneID	ENSG00000160951	PTGER1	-	GO:0004957	prostaglandin E receptor activity	Function	TAS	PMID:8253813	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000162009	SSTR5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000162009	SSTR5	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000162009	SSTR5	-	GO:0004994	somatostatin receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000586|InterPro:IPR001184	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000162009	SSTR5	-	GO:0004994	somatostatin receptor activity	Function	TAS	PMID:9892014	-	9606	20030904	PINC	-
ENSEMBL_GeneID	ENSG00000170214	ADRA1B	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR000276	9606	20160813	InterPro	-
ENSEMBL_GeneID	ENSG00000170214	ADRA1B	-	GO:0004930	G-protein coupled receptor activity	Function	IEA	GO_REF:0000037	UniProtKB-KW:KW-0297	9606	20160806	UniProt	-
ENSEMBL_GeneID	ENSG00000170214	ADRA1B	-	GO:0004935	adrenergic receptor activity	Function	IEA	GO_REF:0000002	InterPro:IPR002233	9606	20160813	InterPro	-
